q_id,query,linked_word,paragraph_text,gold_article_id,faiss_rank,rerank_rank,faiss_article_ids,rerank_article_ids
48,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 3 "" Open Wide, O Earth "" Name Open Wide, O Earth Release date May 20, 2019 Runtime 59 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 2 Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 3 "" (originally: "" Open Wide, O Earth "") is the third episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 20, 2019 on the US pay TV channel HBO.",Johan Renck,"Episode 3 "" Open Wide, O Earth "" Name Open Wide, O Earth Release date May 20, 2019 Runtime 59 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 2 Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 3 "" (originally: "" Open Wide, O Earth "") is the third episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 20, 2019 on the US pay TV channel HBO.",148,2,6,146|148|181|174|183|180|175|182|177|178|176|179|147|154|149|191|152|155|150|151|1|153|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,176|177|175|178|174|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|149|179|150|152|187
49,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Johan Renck,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",148,2,6,146|148|177|181|174|175|180|183|178|182|179|154|152|147|149|155|176|191|153|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|179|150|152|187
50,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Craig Mazin,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",147,8,8,146|181|177|183|148|174|180|147|182|175|179|178|149|152|155|154|153|176|191|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|179|150|152|187
51,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 3,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",176,16,2,146|183|181|180|177|182|175|174|179|148|178|149|155|154|152|176|147|153|191|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|149|152|150|187
52,"Retrieve the correct article for the term 'Episode 5' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 5,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",178,8,5,146|183|181|177|182|180|175|178|174|179|148|149|155|154|152|153|176|147|150|191|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|152|149|150|187
53,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 1,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",174,7,3,146|183|181|180|177|175|174|182|179|148|178|149|155|154|152|153|147|191|176|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|149|152|150|187
54,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 2,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",175,6,4,146|183|181|180|177|175|182|174|148|179|178|149|155|154|152|147|176|153|191|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|149|152|150|187
55,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 3,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",176,16,2,146|183|181|180|177|182|175|174|179|148|178|149|155|154|152|176|147|153|191|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|149|152|150|187
56,"Retrieve the correct article for the term 'Episode 5' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 5,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",178,8,5,146|183|181|177|182|180|175|178|174|179|148|149|155|154|152|153|176|147|150|191|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|179|152|149|150|187
57,"Retrieve the correct article for the term 'Chernobyl' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Chernobyl,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",146,1,9,146|175|181|177|179|174|149|183|180|155|154|178|152|182|153|150|148|151|191|176|147|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|178|175|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|149|150|152|179|187
58,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Craig Mazin,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",147,8,8,146|181|177|183|148|174|180|147|182|175|179|178|149|152|155|154|153|176|191|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|179|150|152|187
59,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Johan Renck,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",148,2,6,146|148|177|181|174|175|180|183|178|182|179|154|152|147|149|155|176|191|153|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|174|175|178|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|179|150|152|187
60,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Johan Renck,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",148,3,6,181|146|148|183|174|182|178|175|177|180|179|176|149|154|147|152|191|150|155|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|178|174|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|150|179|152|187
61,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Craig Mazin,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",147,10,9,183|146|181|182|178|174|180|148|175|147|179|177|149|176|155|152|150|191|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|178|174|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|149|150|179|152|187
62,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 4,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",177,9,1,183|181|146|182|180|178|174|175|177|179|176|149|148|155|191|152|147|150|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|174|178|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|149|153|152|151|179|150|187
63,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 1,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",174,8,4,183|181|146|182|178|180|175|174|177|179|149|148|176|155|152|191|150|154|1|147|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|174|178|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|149|153|152|151|179|150|187
64,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 2,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",175,7,3,183|181|182|146|180|178|175|174|176|179|177|148|149|155|191|152|147|150|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|174|178|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|149|153|152|151|179|150|187
65,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 3,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",176,10,2,183|181|182|146|178|180|175|174|177|176|179|149|148|155|152|191|150|147|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|174|178|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|149|153|152|151|179|150|187
66,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 4,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",177,9,1,183|181|146|182|180|178|174|175|177|179|176|149|148|155|191|152|147|150|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|174|178|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|149|153|152|151|179|150|187
67,"Retrieve the correct article for the term 'Chernobyl' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Chernobyl,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",146,1,9,146|181|183|175|178|182|179|174|149|180|177|176|155|152|150|154|148|191|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|178|174|148|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|150|152|187|179
