q_id,query,linked_word,paragraph_text,correct_article_id,correct_title,found_rank,retrieved_article_ids,retrieved_scores
84,Retrieve the correct article for the term 'Stellan Skarsgård' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Stellan Skarsgård,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,187,Stellan Skarsgård,2,181|187|174|191|146|183|179|175|154|180|182|177|178|176|149|150|148|151|152|155|153|1|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.704220|0.621309|0.517581|0.481078|0.473085|0.452017|0.446944|0.441144|0.433534|0.427724|0.420265|0.410404|0.385909|0.345975|0.311226|0.297245|0.295789|0.287522|0.271516|0.256349|0.237163|0.212878|0.127367|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
85,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 1,"Episode 1
Episode 2
Episode 3
Episode 4",174,Episode 1,13,183|181|180|182|146|148|1|149|179|178|155|177|174|175|176|191|150|154|153|152|147|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.541897|0.400521|0.365430|0.356884|0.302277|0.289836|0.279687|0.261165|0.255155|0.243567|0.220978|0.210933|0.210666|0.192002|0.168408|0.160185|0.156609|0.117040|0.110747|0.109112|0.105552|0.075830|0.059835|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
86,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 2,"Episode 1
Episode 2
Episode 3
Episode 4",175,Episode 2,14,183|181|182|180|146|148|1|179|149|178|174|155|177|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.538645|0.405245|0.368717|0.366532|0.310385|0.302249|0.277323|0.261648|0.258832|0.247899|0.221135|0.217212|0.214443|0.205814|0.192813|0.170436|0.163563|0.144874|0.128901|0.118835|0.112970|0.079144|0.068936|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
87,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 3,"Episode 1
Episode 2
Episode 3
Episode 4",176,Episode 3,15,183|181|182|180|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.525911|0.403062|0.368513|0.362064|0.303992|0.296819|0.280868|0.264781|0.260970|0.249566|0.225369|0.222548|0.221440|0.199520|0.198391|0.163610|0.153332|0.136709|0.127608|0.126576|0.115062|0.077107|0.076219|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
88,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 4,"Episode 1
Episode 2
Episode 3
Episode 4",177,Episode 4,12,183|181|180|182|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|152|154|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.522607|0.402619|0.365447|0.355586|0.307511|0.279469|0.276765|0.262087|0.256198|0.245301|0.238697|0.231264|0.213500|0.193211|0.181770|0.171420|0.155974|0.134214|0.120167|0.117070|0.116820|0.086492|0.084225|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
89,"Retrieve the correct article for the term 'Episode 2' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Episode 2,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",175,Episode 2,5,182|146|183|181|175|174|179|177|178|180|176|149|150|191|148|155|154|152|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.763900|0.640035|0.633148|0.628986|0.577395|0.562791|0.541791|0.531711|0.510664|0.507289|0.480455|0.444756|0.442823|0.414156|0.375151|0.370138|0.360152|0.348993|0.318374|0.313462|0.293854|0.273192|0.165156|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
90,"Retrieve the correct article for the term 'Episode 5' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Episode 5,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",178,Episode 5,9,182|146|181|183|175|174|179|177|178|180|176|149|150|191|155|154|152|148|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.745383|0.581021|0.566006|0.561338|0.526266|0.526022|0.514981|0.507643|0.506848|0.449493|0.437874|0.419267|0.414214|0.361105|0.357041|0.342476|0.335067|0.328629|0.298959|0.290345|0.288482|0.217652|0.144527|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
91,"Retrieve the correct article for the term 'Emily Watson' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Emily Watson,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",188,N/A,0,182|146|179|175|174|177|181|183|150|178|176|180|149|191|152|154|153|151|155|148|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.668531|0.495225|0.470832|0.447098|0.442590|0.439116|0.412733|0.404005|0.395986|0.380714|0.379186|0.325037|0.323947|0.303134|0.302144|0.300509|0.285909|0.270008|0.267219|0.246960|0.214928|0.178236|0.112158|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
92,"Retrieve the correct article for the term 'Chernobyl' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Chernobyl,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",146,Chernobyl,1,146|182|179|175|181|174|177|150|149|178|154|155|152|183|176|153|191|151|180|1|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.742870|0.705098|0.675618|0.669013|0.594771|0.593378|0.567403|0.565396|0.536575|0.535569|0.515178|0.492730|0.492185|0.479164|0.478215|0.468244|0.450330|0.448229|0.447866|0.298148|0.273426|0.214828|0.110878|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
93,"Retrieve the correct article for the term 'Emily Watson' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Emily Watson,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",188,N/A,0,182|146|179|175|174|177|181|183|150|178|176|180|149|191|152|154|153|151|155|148|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.668531|0.495225|0.470832|0.447098|0.442590|0.439116|0.412733|0.404005|0.395986|0.380714|0.379186|0.325037|0.323947|0.303134|0.302144|0.300509|0.285909|0.270008|0.267219|0.246960|0.214928|0.178236|0.112158|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
94,"Retrieve the correct article for the term 'Episode 2' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Episode 2,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",175,Episode 2,5,182|146|183|181|175|174|179|177|178|180|176|149|150|191|148|155|154|152|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.763900|0.640035|0.633148|0.628986|0.577395|0.562791|0.541791|0.531711|0.510664|0.507289|0.480455|0.444756|0.442823|0.414156|0.375151|0.370138|0.360152|0.348993|0.318374|0.313462|0.293854|0.273192|0.165156|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
95,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 2
Episode 3
Episode 4
Episode 5",Episode 2,"Episode 2
Episode 3
Episode 4
Episode 5",175,Episode 2,14,183|181|182|180|146|148|1|179|178|149|174|177|155|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.529263|0.396375|0.386597|0.359063|0.302220|0.298149|0.281861|0.260827|0.258784|0.253834|0.221061|0.213219|0.212051|0.206076|0.193997|0.167759|0.158608|0.141883|0.132884|0.116241|0.111045|0.074570|0.065989|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
96,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 2
Episode 3
Episode 4
Episode 5",Episode 3,"Episode 2
Episode 3
Episode 4
Episode 5",176,Episode 3,15,183|181|182|180|146|148|1|179|178|149|174|177|155|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.518633|0.395206|0.385202|0.355369|0.297221|0.292729|0.285890|0.264154|0.260553|0.258004|0.223835|0.220655|0.219305|0.199079|0.197378|0.159608|0.149928|0.131612|0.130719|0.123457|0.114587|0.073744|0.070870|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
97,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 2
Episode 3
Episode 4
Episode 5",Episode 4,"Episode 2
Episode 3
Episode 4
Episode 5",177,Episode 4,12,183|181|182|180|146|1|148|179|178|149|174|177|155|175|176|191|150|147|153|152|154|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.514086|0.394730|0.371396|0.357454|0.300493|0.281653|0.277227|0.262374|0.255345|0.253397|0.237350|0.230572|0.212781|0.193790|0.183640|0.168210|0.154878|0.131584|0.125641|0.116425|0.114375|0.082804|0.080320|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
